timestamp,ax,ay,az,lap_id,is_swimming
2.45,-0.02235,0.3491,0.18649,1,1
2.5,-0.00419,0.34465,0.16609,1,1
2.55,-0.01436,0.34885,0.18098,1,1
2.6,-0.02621,0.35357,0.17553,1,1
2.65,-0.01246,0.35351,0.17912,1,1
2.7,-0.01685,0.3608,0.17363,1,1
2.75,-0.02292,0.33887,0.18397,1,1
2.8,-0.01902,0.3414,0.17885,1,1
2.85,-0.02557,0.31736,0.16743,1,1
2.9,-0.01837,0.32695,0.17049,1,1
2.95,-0.01481,0.32146,0.16411,1,1
3.0,-0.02307,0.31493,0.16041,1,1
3.05,-0.02177,0.32063,0.15788,1,1
3.1,-0.01664,0.32061,0.15323,1,1
3.15,-0.01156,0.31753,0.14943,1,1
3.2,-0.02188,0.34557,0.12322,1,1
3.25,-0.01513,0.31808,0.13689,1,1
3.3,-0.00325,0.31926,0.15618,1,1
3.35,-0.02685,0.32103,0.12457,1,1
3.4,-0.0295,0.3163,0.12221,1,1
3.45,-0.02073,0.29275,0.14047,1,1
3.5,-0.02457,0.32934,0.10563,1,1
3.55,-0.02012,0.34164,0.10212,1,1
3.6,-0.03813,0.30259,0.11053,1,1
3.65,-0.01637,0.31899,0.09808,1,1
3.7,-0.03945,0.29975,0.10779,1,1
3.75,-0.01888,0.28252,0.08965,1,1
3.8,-0.00966,0.32132,0.09012,1,1
3.85,-0.02065,0.28559,0.07047,1,1
3.9,-0.02337,0.30095,0.07901,1,1
3.95,-0.0287,0.28229,0.05965,1,1
4.0,-0.03557,0.29812,0.03844,1,1
4.05,-0.0274,0.29404,0.07084,1,1
4.1,-0.02342,0.29738,0.04562,1,1
4.15,-0.03163,0.27844,0.05882,1,1
4.2,-0.01429,0.28784,0.07073,1,1
4.25,-0.0246,0.28694,0.03433,1,1
4.3,-0.02653,0.30164,0.04012,1,1
4.35,-0.03833,0.2722,0.0231,1,1
4.4,-0.01652,0.26042,-0.01,1,1
4.45,-0.04343,0.27087,0.00525,1,1
4.5,-0.02092,0.26155,-0.01224,1,1
4.55,-0.0446,0.27018,-0.00258,1,1
4.6,-0.01442,0.27241,-0.01446,1,1
4.65,-0.01084,0.26074,-0.02542,1,1
4.7,-0.02952,0.25384,-0.04671,1,1
4.75,-0.02271,0.25974,-0.03488,1,1
4.8,-0.03137,0.2585,-0.02026,1,1
4.85,-0.02381,0.24723,-0.04946,1,1
4.9,-0.02483,0.23716,-0.05087,1,1
4.95,-0.02346,0.26574,-0.04619,1,1
5.0,-0.01366,0.23763,-0.05486,1,1
5.05,-0.03532,0.24532,-0.06324,1,1
5.1,-0.0315,0.25962,-0.06754,1,1
5.15,-0.04277,0.24256,-0.08298,1,1
5.2,-0.02363,0.23908,-0.0806,1,1
5.25,-0.04393,0.22022,-0.08227,1,1
5.3,-0.01041,0.24819,-0.07735,1,1
5.35,-0.04386,0.23419,-0.11982,1,1
5.4,-0.00704,0.22635,-0.11721,1,1
5.45,-0.00294,0.22756,-0.12973,1,1
5.5,-0.01997,0.21109,-0.11459,1,1
5.55,-0.0274,0.22941,-0.13468,1,1
5.6,-0.01942,0.23107,-0.13331,1,1
5.65,-0.02033,0.21218,-0.13638,1,1
5.7,-0.01578,0.20835,-0.1432,1,1
5.75,-0.00447,0.2125,-0.13956,1,1
5.8,-0.02827,0.19393,-0.12953,1,1
5.85,-0.02318,0.20355,-0.14747,1,1
5.9,-0.01535,0.19495,-0.14159,1,1
5.95,-0.02315,0.20155,-0.14592,1,1
6.0,-0.02227,0.18179,-0.16529,1,1
6.05,-0.0283,0.17766,-0.15027,1,1
6.1,-0.02113,0.2003,-0.13899,1,1
6.15,-0.0202,0.16621,-0.16825,1,1
6.2,-0.02096,0.16388,-0.1694,1,1
6.25,-0.01709,0.17123,-0.17683,1,1
6.3,-0.0273,0.19073,-0.17279,1,1
6.35,-0.02776,0.16617,-0.16348,1,1
6.4,-0.02605,0.17174,-0.16737,1,1
6.45,-0.01145,0.17792,-0.18157,1,1
6.5,-0.00734,0.15299,-0.18123,1,1
6.55,-0.00643,0.16613,-0.17823,1,1
6.6,-0.03002,0.16049,-0.18532,1,1
6.65,-0.02706,0.14535,-0.1771,1,1
6.7,-0.03874,0.15239,-0.17815,1,1
6.75,-0.02308,0.15608,-0.17389,1,1
6.8,-0.02299,0.13594,-0.17294,1,1
6.85,-0.03178,0.13623,-0.18587,1,1
6.9,-0.01561,0.13857,-0.17865,1,1
6.95,-0.00464,0.13563,-0.1814,1,1
7.0,-0.02777,0.13745,-0.17198,1,1
7.05,-0.00083,0.11963,-0.1758,1,1
7.1,-0.01559,0.12309,-0.17455,1,1
7.15,-0.03181,0.12907,-0.1665,1,1
7.2,-0.00302,0.14016,-0.17438,1,1
7.25,-0.01434,0.1146,-0.14972,1,1
7.3,-0.03094,0.11618,-0.1816,1,1
7.35,-0.03909,0.08794,-0.17826,1,1
7.4,-0.00222,0.09627,-0.16406,1,1
7.45,-0.02419,0.10787,-0.16995,1,1
7.5,0.00099,0.08862,-0.16353,1,1
7.55,-0.01059,0.09558,-0.1384,1,1
7.6,-0.01024,0.08004,-0.15483,1,1
7.65,-0.01679,0.09614,-0.14179,1,1
7.7,-0.01188,0.09435,-0.14713,1,1
7.75,-0.01166,0.08422,-0.12261,1,1
7.8,-0.0109,0.07566,-0.14422,1,1
7.85,-0.00266,0.07004,-0.12604,1,1
7.9,-0.02815,0.08309,-0.13836,1,1
7.95,-0.01651,0.07998,-0.13379,1,1
8.0,-0.00913,0.06686,-0.12569,1,1
8.05,0.0055,0.07783,-0.13054,1,1
8.1,-0.02202,0.06765,-0.11883,1,1
8.15,-0.01101,0.05758,-0.09374,1,1
8.2,-0.00895,0.05395,-0.10315,1,1
8.25,0.00662,0.04475,-0.0866,1,1
8.3,-0.01101,0.04747,-0.08619,1,1
8.35,-0.00711,0.03297,-0.07094,1,1
8.4,0.00907,0.04223,-0.06589,1,1
8.45,0.00373,0.04578,-0.0644,1,1
8.5,-0.00211,0.04183,-0.06088,1,1
8.55,-0.01355,0.03011,-0.07451,1,1
8.6,-0.00345,0.0307,-0.03725,1,1
8.65,-0.00146,0.03253,-0.04355,1,1
8.7,-0.01278,0.00581,-0.04712,1,1
8.75,-0.01579,0.02295,-0.03333,1,1
8.8,0.004,0.01402,-0.01461,1,1
8.85,0.00933,0.00351,-0.02156,1,1
8.9,-0.00618,-0.00957,-0.0058,1,1
8.95,0.01146,0.00326,-0.01121,1,1
9.0,0.01091,-0.02345,0.00177,1,1
9.05,0.00186,-0.00903,0.0202,1,1
9.1,0.01056,-0.00926,0.01169,1,1
9.15,-0.0026,-0.01509,0.00573,1,1
9.2,0.0155,-0.00301,0.03303,1,1
9.25,-0.00882,0.0042,0.05106,1,1
9.3,0.00443,-0.02897,0.02876,1,1
9.35,0.00716,-0.03238,0.0432,1,1
9.4,0.01428,-0.04163,0.06967,1,1
9.45,0.01948,-0.04225,0.04149,1,1
9.5,0.0014,-0.0435,0.05893,1,1
9.55,-0.02116,-0.03878,0.08546,1,1
9.6,-0.0061,-0.04253,0.05832,1,1
9.65,0.01186,-0.04536,0.09831,1,1
9.7,0.00796,-0.05013,0.09001,1,1
9.75,0.00124,-0.06309,0.09302,1,1
9.8,0.00497,-0.05133,0.09914,1,1
9.85,0.00202,-0.05207,0.11803,1,1
9.9,-0.00355,-0.04219,0.10337,1,1
9.95,0.00027,-0.03857,0.11237,1,1
10.0,0.02204,-0.05794,0.0989,1,1
10.05,0.00994,-0.07464,0.10703,1,1
10.1,-0.00859,-0.07163,0.13094,1,1
10.15,0.01343,-0.07897,0.1215,1,1
10.2,4e-05,-0.08472,0.12344,1,1
10.25,0.00827,-0.08264,0.12893,1,1
10.3,0.00836,-0.09326,0.1418,1,1
10.35,0.01613,-0.08711,0.15034,1,1
10.4,-0.00508,-0.0959,0.15199,1,1
10.45,0.01823,-0.11132,0.15424,1,1
10.5,0.02425,-0.10034,0.15494,1,1
10.55,0.01706,-0.09929,0.16568,1,1
10.6,0.01364,-0.10343,0.15396,1,1
10.65,0.01157,-0.09561,0.1624,1,1
10.7,0.01194,-0.11624,0.17476,1,1
10.75,0.00543,-0.1054,0.15977,1,1
10.8,0.00375,-0.11561,0.17249,1,1
10.85,0.01764,-0.1102,0.1689,1,1
10.9,0.01943,-0.13307,0.18724,1,1
10.95,0.02166,-0.12174,0.17795,1,1
11.0,0.00781,-0.13351,0.18228,1,1
11.05,0.0158,-0.13211,0.16465,1,1
11.1,0.01812,-0.14338,0.16818,1,1
11.15,0.01507,-0.15812,0.18655,1,1
11.2,0.02545,-0.14317,0.16995,1,1
11.25,0.00778,-0.14723,0.15576,1,1
11.3,0.01933,-0.14214,0.17677,1,1
11.35,0.01288,-0.15001,0.18307,1,1
11.4,0.02905,-0.15469,0.17212,1,1
11.45,0.01378,-0.15608,0.19381,1,1
11.5,0.01547,-0.17145,0.16856,1,1
11.55,-0.00202,-0.16063,0.16245,1,1
11.6,0.00687,-0.18668,0.16347,1,1
11.65,0.02515,-0.18301,0.15553,1,1
11.7,0.0215,-0.17628,0.17551,1,1
11.75,0.02737,-0.17591,0.15617,1,1
11.8,0.01897,-0.17376,0.16106,1,1
11.85,0.00606,-0.17066,0.16029,1,1
11.9,0.01657,-0.18444,0.17209,1,1
11.95,0.02352,-0.19083,0.16575,1,1
12.0,0.04257,-0.17651,0.16261,1,1
12.05,0.01009,-0.15574,0.14066,1,1
12.1,0.0178,-0.20311,0.1655,1,1
12.15,0.02592,-0.21322,0.1483,1,1
12.2,0.02737,-0.20496,0.12964,1,1
12.25,0.01484,-0.20896,0.13812,1,1
12.3,0.01706,-0.20003,0.12427,1,1
12.35,0.00512,-0.21756,0.14297,1,1
12.4,0.01686,-0.18952,0.12995,1,1
12.45,0.01111,-0.22401,0.12288,1,1
12.5,0.01112,-0.19466,0.10579,1,1
12.55,0.02985,-0.20651,0.10973,1,1
12.6,0.01322,-0.22654,0.10942,1,1
12.65,0.03206,-0.22592,0.08665,1,1
12.7,0.02385,-0.23589,0.07355,1,1
12.75,0.01656,-0.24612,0.09587,1,1
12.8,0.04309,-0.21584,0.07877,1,1
12.85,0.01907,-0.23015,0.08952,1,1
12.9,0.01965,-0.24105,0.09528,1,1
12.95,0.02285,-0.24705,0.06863,1,1
13.0,0.0298,-0.25497,0.05908,1,1
13.05,0.01241,-0.25007,0.07439,1,1
13.1,0.03155,-0.25073,0.04028,1,1
13.15,0.02107,-0.2418,0.03793,1,1
13.2,0.03874,-0.26852,0.03452,1,1
13.25,0.0417,-0.27732,0.04314,1,1
13.3,0.0058,-0.26059,0.02333,1,1
13.35,0.03258,-0.29365,-0.00036,1,1
13.4,0.01869,-0.26414,0.00362,1,1
13.45,0.02216,-0.27875,0.00227,1,1
13.5,0.0159,-0.26681,0.00581,1,1
13.55,0.03869,-0.27815,-0.00946,1,1
13.6,0.02483,-0.27685,-0.01308,1,1
13.65,0.00871,-0.27248,-0.02797,1,1
13.7,0.01474,-0.29436,-0.01344,1,1
13.75,0.02287,-0.26924,-0.02853,1,1
13.8,0.0072,-0.29381,-0.02984,1,1
13.85,0.01653,-0.29608,-0.04534,1,1
13.9,0.02236,-0.29749,-0.05288,1,1
13.95,0.01928,-0.31544,-0.0506,1,1
14.0,0.01589,-0.27864,-0.07306,1,1
14.05,0.00813,-0.28194,-0.08328,1,1
14.1,0.01748,-0.28994,-0.07651,1,1
14.15,0.00719,-0.29611,-0.08085,1,1
14.2,0.03648,-0.29417,-0.05415,1,1
14.25,0.00708,-0.3023,-0.10067,1,1
14.3,0.03497,-0.29588,-0.08785,1,1
14.35,0.01553,-0.31354,-0.12095,1,1
14.4,0.04027,-0.30297,-0.10841,1,1
14.45,0.03238,-0.30248,-0.10107,1,1
14.5,0.00666,-0.31905,-0.11375,1,1
14.55,0.02631,-0.30423,-0.13053,1,1
14.6,0.02387,-0.29362,-0.11812,1,1
14.65,0.03114,-0.31771,-0.1218,1,1
14.7,0.0403,-0.31828,-0.12153,1,1
14.75,0.01333,-0.31524,-0.12885,1,1
14.8,0.01438,-0.31193,-0.14859,1,1
14.85,0.01366,-0.32467,-0.1263,1,1
14.9,0.02461,-0.31703,-0.15654,1,1
14.95,0.02209,-0.33985,-0.15836,1,1
15.0,0.02946,-0.33014,-0.14137,1,1
15.05,0.01886,-0.33339,-0.14616,1,1
15.1,0.01418,-0.34823,-0.14877,1,1
15.15,0.02458,-0.35628,-0.16399,1,1
15.2,0.01617,-0.31875,-0.17418,1,1
15.25,0.01415,-0.34685,-0.17969,1,1
15.3,0.01271,-0.35363,-0.1815,1,1
15.35,0.0034,-0.35574,-0.18862,1,1
15.4,0.01399,-0.34907,-0.18692,1,1
15.45,0.02372,-0.34416,-0.18039,1,1
15.5,0.01403,-0.32917,-0.17487,1,1
15.55,0.02315,-0.37235,-0.18479,1,1
15.6,-0.0036,-0.35211,-0.17528,1,1
15.65,0.01108,-0.344,-0.18979,1,1
15.7,0.02329,-0.36604,-0.18251,1,1
15.75,0.02143,-0.34643,-0.18127,1,1
15.8,0.03633,-0.35719,-0.1844,1,1
15.85,-0.01098,-0.33659,-0.18325,1,1
15.9,0.00455,-0.34227,-0.16666,1,1
15.95,0.01707,-0.37101,-0.17406,1,1
16.0,0.00945,-0.36952,-0.16683,1,1
16.05,-0.00599,-0.35326,-0.17147,1,1
16.1,0.03551,-0.35678,-0.19524,1,1
16.15,0.0063,-0.36045,-0.16947,1,1
16.2,0.02413,-0.38173,-0.17449,1,1
16.25,0.02368,-0.34771,-0.15053,1,1
16.3,0.00973,-0.35316,-0.14978,1,1
16.35,0.02525,-0.35785,-0.15616,1,1
16.4,0.00501,-0.38049,-0.15195,1,1
16.45,0.00908,-0.3672,-0.16472,1,1
16.5,0.00826,-0.36547,-0.1661,1,1
16.55,0.0125,-0.36618,-0.15342,1,1
16.6,0.004,-0.3616,-0.1305,1,1
16.65,0.00505,-0.35791,-0.13673,1,1
16.7,-0.01585,-0.37862,-0.1482,1,1
16.75,0.01812,-0.36986,-0.13314,1,1
16.8,0.01627,-0.38144,-0.14123,1,1
16.85,-0.00271,-0.37483,-0.13067,1,1
16.9,0.01084,-0.38105,-0.11597,1,1
16.95,0.0179,-0.35893,-0.11333,1,1
17.0,0.01019,-0.36826,-0.1096,1,1
17.05,0.00142,-0.36266,-0.09363,1,1
17.1,0.0273,-0.37573,-0.10256,1,1
17.15,0.01129,-0.37661,-0.09446,1,1
17.2,0.00551,-0.379,-0.0778,1,1
17.25,0.00795,-0.37684,-0.08118,1,1
17.3,0.0074,-0.37502,-0.08514,1,1
17.35,-0.00672,-0.37863,-0.09028,1,1
17.4,0.00717,-0.3905,-0.06405,1,1
17.45,0.01214,-0.37621,-0.06843,1,1
17.5,0.00839,-0.39897,-0.07253,1,1
17.55,0.00232,-0.37615,-0.05642,1,1
17.6,-0.00665,-0.37851,-0.05415,1,1
17.65,-0.00772,-0.37677,-0.04565,1,1
17.7,0.01451,-0.37359,-0.03008,1,1
17.75,0.00534,-0.38886,-0.04061,1,1
17.8,-0.01301,-0.35175,-0.03585,1,1
17.85,-0.00082,-0.38425,-0.02163,1,1
17.9,-0.00499,-0.3994,-0.02254,1,1
17.95,-0.01348,-0.38203,-0.01312,1,1
18.0,-0.00687,0.00216,-0.00583,0,0
18.05,0.00932,-0.00386,0.00225,0,0
18.1,-0.01325,0.00657,-0.00405,0,0
18.15,0.00409,0.0033,-0.00173,0,0
18.2,0.00217,-0.00385,0.01346,0,0
18.25,0.00934,0.00482,-0.0118,0,0
18.3,-0.01099,-0.00664,-0.00245,0,0
18.35,0.00448,-0.00897,0.01177,0,0
18.4,4e-05,-0.02013,-0.00475,0,0
18.45,-0.02585,-0.00752,-0.00549,0,0
18.5,-0.0061,-0.00325,-0.00394,0,0
18.55,-0.00594,0.01502,0.01215,0,0
18.6,-0.01142,0.01254,-0.01621,0,0
18.65,-0.00815,0.01525,-0.0224,0,0
18.7,0.00575,-0.01253,-0.00144,0,0
18.75,-0.0018,0.01697,-0.00811,0,0
18.8,-0.00069,0.00627,-0.00252,0,0
18.85,-0.00822,-0.00059,0.00094,0,0
18.9,0.00884,-0.00943,-0.00449,0,0
18.95,0.00323,-0.00167,-0.00185,0,0
19.0,-0.00017,-0.00696,-0.008,0,0
19.05,0.00441,-0.01095,0.01165,0,0
19.1,0.00217,-0.01277,0.00283,0,0
19.15,0.00167,0.00762,0.01159,0,0
19.2,-0.00366,-0.00708,-0.00606,0,0
19.25,-0.00981,-0.00746,0.00285,0,0
19.3,0.00015,-0.00491,-0.00738,0,0
19.35,0.00348,-0.00502,-0.0104,0,0
19.4,-0.00152,-0.00264,-0.0107,0,0
19.45,0.00827,0.00846,0.00041,0,0
19.5,0.00131,0.00527,-0.00031,0,0
19.55,0.00891,0.01656,0.0008,0,0
19.6,0.0044,0.00873,-0.00338,0,0
19.65,-0.01128,0.00906,-0.01569,0,0
19.7,0.01789,0.0087,0.00188,0,0
19.75,0.00051,0.01751,-0.00946,0,0
19.8,-0.0116,-0.00598,-0.00262,0,0
19.85,-0.01006,0.00154,0.00136,0,0
19.9,-0.00814,0.01603,-0.01392,0,0
19.95,-0.01277,0.00376,-0.00207,0,0
20.0,0.00418,-0.00619,-0.01033,0,0
20.05,-0.00646,-0.00684,0.00525,0,0
20.1,-0.0048,0.00761,0.00588,0,0
20.15,0.01041,0.00901,0.00784,0,0
20.2,0.0077,-0.00517,-0.00262,0,0
20.25,-0.0183,0.00292,-0.00674,0,0
20.3,0.00402,0.00527,-0.01352,0,0
20.35,-0.01014,-0.00349,-0.00518,0,0
20.4,0.00167,-0.01155,0.00047,0,0
20.45,-0.01688,-0.02155,0.00717,0,0
20.5,-0.01305,-0.0056,-0.01417,0,0
20.55,-0.01409,-0.00399,-0.0041,0,0
20.6,0.00983,0.0045,-0.00261,0,0
20.65,0.00758,0.01117,0.00411,0,0
20.7,-0.00406,0.01019,0.01769,0,0
20.75,0.00661,0.01771,0.00927,0,0
20.8,0.00849,-0.0109,-0.01114,0,0
20.85,-0.00049,-0.01669,-0.00593,0,0
20.9,0.00867,-0.00665,0.00533,0,0
20.95,-0.01351,-0.00494,0.01023,0,0
21.0,0.00209,0.35495,0.01705,2,1
21.05,0.01259,0.34326,0.01922,2,1
21.1,-0.00691,0.35182,0.01223,2,1
21.15,0.0096,0.34064,0.02261,2,1
21.2,0.00373,0.35996,0.02199,2,1
21.25,0.00815,0.34462,0.04154,2,1
21.3,0.00126,0.3376,0.04008,2,1
21.35,-0.00085,0.34788,0.03454,2,1
21.4,-0.00542,0.33683,0.06466,2,1
21.45,-0.01467,0.34443,0.065,2,1
21.5,0.00209,0.35801,0.07445,2,1
21.55,-0.00726,0.34008,0.0734,2,1
21.6,0.00346,0.34699,0.0579,2,1
21.65,0.00751,0.35571,0.06234,2,1
21.7,0.00255,0.33521,0.07668,2,1
21.75,-0.01685,0.34288,0.07851,2,1
21.8,-0.01211,0.35612,0.09503,2,1
21.85,-5e-05,0.35939,0.0935,2,1
21.9,-0.0059,0.35342,0.11932,2,1
21.95,0.00193,0.3614,0.11735,2,1
22.0,0.00315,0.32925,0.12077,2,1
22.05,-0.00565,0.34714,0.11135,2,1
22.1,-0.01238,0.35023,0.12956,2,1
22.15,-0.02346,0.34769,0.11995,2,1
22.2,-0.01834,0.34886,0.12653,2,1
22.25,-0.01577,0.33664,0.13674,2,1
22.3,-0.00962,0.33278,0.12948,2,1
22.35,-0.01169,0.3471,0.1312,2,1
22.4,-0.00532,0.33413,0.17262,2,1
22.45,-0.01995,0.33377,0.15076,2,1
22.5,-0.01989,0.34923,0.17015,2,1
22.55,-0.01508,0.34193,0.1501,2,1
22.6,-0.01153,0.35375,0.16719,2,1
22.65,-0.02089,0.35409,0.17265,2,1
22.7,-0.00731,0.33122,0.1643,2,1
22.75,-0.02044,0.34165,0.1629,2,1
22.8,-0.03515,0.34537,0.17022,2,1
22.85,-0.00232,0.33385,0.17223,2,1
22.9,-0.00226,0.33818,0.17509,2,1
22.95,0.01843,0.33167,0.17556,2,1
23.0,0.00333,0.32435,0.16492,2,1
23.05,-0.02863,0.33675,0.18286,2,1
23.1,-0.00718,0.31687,0.18773,2,1
23.15,-0.00291,0.3284,0.17886,2,1
23.2,-0.00841,0.33199,0.18563,2,1
23.25,-0.0263,0.3255,0.16755,2,1
23.3,-0.0094,0.33145,0.17895,2,1
23.35,-0.01302,0.30946,0.18858,2,1
23.4,-0.02092,0.32516,0.19101,2,1
23.45,-0.02407,0.33468,0.18075,2,1
23.5,-0.01648,0.32707,0.16649,2,1
23.55,-0.01107,0.32091,0.18858,2,1
23.6,-0.01943,0.31543,0.18096,2,1
23.65,-0.01809,0.30606,0.17418,2,1
23.7,-0.00506,0.31559,0.16606,2,1
23.75,-0.01081,0.29668,0.15202,2,1
23.8,-0.01823,0.3157,0.17369,2,1
23.85,-0.02734,0.31104,0.15557,2,1
23.9,-0.01643,0.29502,0.16594,2,1
23.95,-0.01622,0.29221,0.15989,2,1
24.0,-0.01116,0.32385,0.14758,2,1
24.05,-0.01584,0.29457,0.14649,2,1
24.1,-0.00348,0.31215,0.14904,2,1
24.15,-0.01743,0.31041,0.15585,2,1
24.2,0.00267,0.30855,0.1209,2,1
24.25,-0.02289,0.2936,0.14541,2,1
24.3,-0.02002,0.29291,0.13305,2,1
24.35,-0.00669,0.30383,0.13348,2,1
24.4,-0.01369,0.30303,0.149,2,1
24.45,-0.03119,0.30247,0.12622,2,1
24.5,-0.00924,0.29112,0.10541,2,1
24.55,-0.02058,0.27355,0.12164,2,1
24.6,-0.02165,0.28571,0.10449,2,1
24.65,-0.03236,0.27959,0.11229,2,1
24.7,-0.00844,0.29342,0.10533,2,1
24.75,-0.0087,0.27092,0.11206,2,1
24.8,-0.02331,0.28522,0.10664,2,1
24.85,-0.02846,0.2891,0.09509,2,1
24.9,0.00235,0.27625,0.10269,2,1
24.95,-0.01539,0.26575,0.09832,2,1
25.0,-0.03255,0.25334,0.08787,2,1
25.05,-0.01134,0.27433,0.07126,2,1
25.1,-0.00627,0.27907,0.06177,2,1
25.15,-0.01486,0.25763,0.05711,2,1
25.2,-0.03275,0.24616,0.04523,2,1
25.25,-0.01007,0.25526,0.04574,2,1
25.3,-0.03396,0.27295,0.04543,2,1
25.35,-0.01749,0.26127,0.02784,2,1
25.4,-0.03217,0.26872,0.03306,2,1
25.45,-0.01472,0.22673,0.03878,2,1
25.5,-0.02743,0.27807,0.01659,2,1
25.55,-0.02223,0.26091,0.00693,2,1
25.6,-0.0138,0.2458,0.02255,2,1
25.65,-0.0146,0.25514,-0.00362,2,1
25.7,-0.02464,0.2511,-0.02275,2,1
25.75,-0.02804,0.25537,-0.02114,2,1
25.8,-0.00972,0.23759,-0.01125,2,1
25.85,-0.03397,0.24657,-0.01587,2,1
25.9,-0.01111,0.25312,-0.01395,2,1
25.95,-0.02035,0.22514,-0.01921,2,1
26.0,-0.03544,0.23083,-0.031,2,1
26.05,-0.01792,0.24894,-0.04429,2,1
26.1,-0.03921,0.22803,-0.04834,2,1
26.15,-0.02576,0.24267,-0.05833,2,1
26.2,-0.03655,0.23096,-0.07304,2,1
26.25,-0.00512,0.22672,-0.08124,2,1
26.3,-0.01125,0.24543,-0.09281,2,1
26.35,-0.01293,0.22427,-0.0765,2,1
26.4,-0.01844,0.22203,-0.09058,2,1
26.45,-0.00767,0.20128,-0.06937,2,1
26.5,-0.00641,0.20057,-0.09421,2,1
26.55,-0.00738,0.20516,-0.10087,2,1
26.6,-0.02549,0.21937,-0.11031,2,1
26.65,-0.02145,0.2107,-0.11117,2,1
26.7,-0.02989,0.18948,-0.12902,2,1
26.75,-0.03289,0.18326,-0.12572,2,1
26.8,-0.01796,0.19858,-0.1312,2,1
26.85,-0.031,0.18565,-0.14116,2,1
26.9,-0.03303,0.20027,-0.14552,2,1
26.95,-0.02034,0.18447,-0.11125,2,1
27.0,-0.03832,0.19009,-0.14277,2,1
27.05,-0.0279,0.1888,-0.14161,2,1
27.1,-0.03071,0.1874,-0.14286,2,1
27.15,-0.00675,0.17451,-0.13546,2,1
27.2,-0.02163,0.1583,-0.14818,2,1
27.25,-0.02029,0.16669,-0.14715,2,1
27.3,-0.024,0.18311,-0.16021,2,1
27.35,-0.01158,0.17716,-0.15737,2,1
27.4,-0.0292,0.17697,-0.16442,2,1
27.45,0.00135,0.16996,-0.15947,2,1
27.5,-0.02611,0.15849,-0.16818,2,1
27.55,-0.02994,0.14823,-0.1722,2,1
27.6,-0.01879,0.15931,-0.16172,2,1
27.65,-0.02179,0.16145,-0.17592,2,1
27.7,-0.01949,0.15456,-0.19654,2,1
27.75,-0.01664,0.14293,-0.18635,2,1
27.8,-0.03593,0.14221,-0.19682,2,1
27.85,-0.00811,0.14155,-0.19565,2,1
27.9,-0.0233,0.14879,-0.18537,2,1
27.95,-0.01911,0.13484,-0.18108,2,1
28.0,-0.03304,0.13536,-0.18556,2,1
28.05,0.01377,0.13095,-0.18452,2,1
28.1,-0.00561,0.12878,-0.17721,2,1
28.15,-0.02396,0.14315,-0.18559,2,1
28.2,-0.01119,0.13616,-0.18173,2,1
28.25,-0.01466,0.12794,-0.17103,2,1
28.3,-0.02527,0.12111,-0.18628,2,1
28.35,-0.02153,0.11003,-0.16344,2,1
28.4,0.00219,0.13977,-0.17474,2,1
28.45,-0.02189,0.10123,-0.15648,2,1
28.5,-0.02855,0.10494,-0.1764,2,1
